     Lat[deg]     Lon[deg]   Disp_north    Disp_east    Disp_down    Stress_nn    Stress_ee    Stress_dd    Stress_ne    Stress_ed    Stress_dn       Tilt_n       Tilt_e     Rotation        Geoid      Gravity      CFS_Max      CFS_Mas  CFS_Mas_Opt    Sigma_Mas Rake_Mas_Opt      CFS_Opt  Sigma_Opt_1 Strike_Opt_1    Dip_Opt_1   Rake_Opt_1  Sigma_Opt_2 Strike_Opt_2    Dip_Opt_2   Rake_Opt_2
    33.000000   104.880000  0.86522E-01  0.50826E-01  0.62917E-01 -0.10137E+06 -0.98045E+05 -0.92393E+04  0.26710E+05  0.81969E+04 -0.34491E+05 -0.28905E-06 -0.27699E-06 -0.18639E-05  0.00000E+00  0.19396E-06  0.56421E+05  0.56373E+05  0.56385E+05 -0.15298E+05  0.11991E+03  0.56469E+05 -0.15427E+05  0.22921E+03  0.33134E+02  0.11995E+03 -0.33441E+05  0.35370E+03  0.29748E+02  0.56638E+02
    30.000000   104.960000  0.34321E-01 -0.64221E-01  0.69142E-03  0.25548E+05  0.10649E+05  0.30898E+03 -0.22240E+05  0.22449E+04 -0.32735E+04 -0.50292E-07  0.21592E-06 -0.33593E-06  0.00000E+00  0.21314E-08 -0.91990E+04 -0.92311E+04 -0.91963E+04  0.16029E+05  0.12016E+03 -0.91667E+04  0.16029E+05  0.22885E+03  0.33012E+02  0.12009E+03  0.53160E+02  0.35333E+03  0.29880E+02  0.56754E+02
    30.060000   104.960000  0.36408E-01 -0.69142E-01  0.28498E-03  0.27130E+05  0.13174E+05  0.35511E+03 -0.24518E+05  0.26120E+04 -0.36206E+04 -0.56135E-07  0.23361E-06 -0.35695E-06  0.00000E+00  0.87851E-09 -0.10525E+05 -0.10562E+05 -0.10523E+05  0.17779E+05  0.12017E+03 -0.10488E+05  0.17783E+05  0.22884E+03  0.33014E+02  0.12009E+03  0.29824E+03  0.35331E+03  0.29880E+02  0.56749E+02
    30.120000   104.960000  0.38578E-01 -0.74475E-01 -0.16055E-03  0.28761E+05  0.16093E+05  0.40837E+03 -0.26975E+05  0.30347E+04 -0.40019E+04 -0.62882E-07  0.25324E-06 -0.37916E-06  0.00000E+00 -0.49495E-09 -0.12011E+05 -0.12053E+05 -0.12010E+05  0.19703E+05  0.12018E+03 -0.11969E+05  0.19711E+05  0.22883E+03  0.33016E+02  0.12009E+03  0.59026E+03  0.35329E+03  0.29879E+02  0.56743E+02
    30.180000   104.960000  0.40827E-01 -0.80246E-01 -0.64668E-03  0.30435E+05  0.19454E+05  0.46986E+03 -0.29613E+05  0.35209E+04 -0.44202E+04 -0.70664E-07  0.27508E-06 -0.40258E-06  0.00000E+00 -0.19935E-08 -0.13672E+05 -0.13719E+05 -0.13672E+05  0.21813E+05  0.12018E+03 -0.13624E+05  0.21828E+05  0.22882E+03  0.33019E+02  0.12009E+03  0.93495E+03  0.35327E+03  0.29878E+02  0.56737E+02
    30.240000   104.960000  0.43148E-01 -0.86485E-01 -0.11746E-02  0.32147E+05  0.23308E+05  0.54090E+03 -0.32436E+05  0.40793E+04 -0.48786E+04 -0.79627E-07  0.29942E-06 -0.42724E-06  0.00000E+00 -0.36211E-08 -0.15523E+05 -0.15576E+05 -0.15525E+05  0.24124E+05  0.12019E+03 -0.15469E+05  0.24148E+05  0.22881E+03  0.33023E+02  0.12009E+03  0.13383E+04  0.35325E+03  0.29877E+02  0.56731E+02
    30.300000   104.960000  0.45531E-01 -0.93222E-01 -0.17453E-02  0.33890E+05  0.27711E+05  0.62299E+03 -0.35445E+05  0.47197E+04 -0.53804E+04 -0.89933E-07  0.32659E-06 -0.45315E-06  0.00000E+00 -0.53803E-08 -0.17580E+05 -0.17640E+05 -0.17586E+05  0.26652E+05  0.12020E+03 -0.17521E+05  0.26687E+05  0.22880E+03  0.33027E+02  0.12010E+03  0.18066E+04  0.35324E+03  0.29875E+02  0.56723E+02
    30.360000   104.960000  0.47968E-01 -0.10049E+00 -0.23592E-02  0.35658E+05  0.32722E+05  0.71791E+03 -0.38641E+05  0.54536E+04 -0.59289E+04 -0.10177E-06  0.35698E-06 -0.48034E-06  0.00000E+00 -0.72728E-08 -0.19863E+05 -0.19930E+05 -0.19872E+05  0.29414E+05  0.12021E+03 -0.19796E+05  0.29463E+05  0.22878E+03  0.33032E+02  0.12010E+03  0.23463E+04  0.35322E+03  0.29872E+02  0.56716E+02
    30.420000   104.960000  0.50443E-01 -0.10831E+00 -0.30163E-02  0.37440E+05  0.38408E+05  0.82773E+03 -0.42020E+05  0.62938E+04 -0.65277E+04 -0.11535E-06  0.39102E-06 -0.50879E-06  0.00000E+00 -0.92983E-08 -0.22389E+05 -0.22463E+05 -0.22402E+05  0.32428E+05  0.12021E+03 -0.22314E+05  0.32495E+05  0.22877E+03  0.33037E+02  0.12009E+03  0.29643E+04  0.35320E+03  0.29868E+02  0.56707E+02
    30.480000   104.960000  0.52944E-01 -0.11671E+00 -0.37157E-02  0.39225E+05  0.44840E+05  0.95487E+03 -0.45580E+05  0.72551E+04 -0.71805E+04 -0.13091E-06  0.42922E-06 -0.53851E-06  0.00000E+00 -0.11454E-07 -0.25179E+05 -0.25261E+05 -0.25197E+05  0.35712E+05  0.12022E+03 -0.25096E+05  0.35803E+05  0.22876E+03  0.33044E+02  0.12009E+03  0.36678E+04  0.35319E+03  0.29864E+02  0.56698E+02
    30.540000   104.960000  0.55451E-01 -0.12574E+00 -0.44557E-02  0.40994E+05  0.52099E+05  0.11022E+04 -0.49311E+05  0.83542E+04 -0.78905E+04 -0.14874E-06  0.47214E-06 -0.56945E-06  0.00000E+00 -0.13736E-07 -0.28254E+05 -0.28345E+05 -0.28279E+05  0.39285E+05  0.12022E+03 -0.28162E+05  0.39405E+05  0.22876E+03  0.33052E+02  0.12009E+03  0.44645E+04  0.35317E+03  0.29858E+02  0.56687E+02
    30.600000   104.960000  0.57942E-01 -0.13540E+00 -0.52333E-02  0.42724E+05  0.60273E+05  0.12729E+04 -0.53198E+05  0.96102E+04 -0.86604E+04 -0.16915E-06  0.52044E-06 -0.60157E-06  0.00000E+00 -0.16133E-07 -0.31637E+05 -0.31737E+05 -0.31671E+05  0.43167E+05  0.12022E+03 -0.31536E+05  0.43323E+05  0.22875E+03  0.33060E+02  0.12008E+03  0.53630E+04  0.35316E+03  0.29850E+02  0.56676E+02
    30.660000   104.960000  0.60390E-01 -0.14573E+00 -0.60437E-02  0.44382E+05  0.69459E+05  0.14709E+04 -0.57215E+05  0.11044E+05 -0.94921E+04 -0.19252E-06  0.57489E-06 -0.63477E-06  0.00000E+00 -0.18631E-07 -0.35350E+05 -0.35459E+05 -0.35394E+05  0.47372E+05  0.12022E+03 -0.35239E+05  0.47573E+05  0.22874E+03  0.33071E+02  0.12007E+03  0.63728E+04  0.35315E+03  0.29841E+02  0.56664E+02
    30.720000   104.960000  0.62763E-01 -0.15675E+00 -0.68796E-02  0.45929E+05  0.79761E+05  0.17006E+04 -0.61316E+05  0.12680E+05 -0.10386E+05 -0.21926E-06  0.63638E-06 -0.66895E-06  0.00000E+00 -0.21208E-07 -0.39413E+05 -0.39532E+05 -0.39469E+05  0.51911E+05  0.12021E+03 -0.39292E+05  0.52166E+05  0.22874E+03  0.33083E+02  0.12006E+03  0.75043E+04  0.35314E+03  0.29830E+02  0.56650E+02
    30.780000   104.960000  0.65023E-01 -0.16847E+00 -0.77304E-02  0.47319E+05  0.91277E+05  0.19668E+04 -0.65431E+05  0.14542E+05 -0.11338E+05 -0.24986E-06  0.70591E-06 -0.70398E-06  0.00000E+00 -0.23831E-07 -0.43840E+05 -0.43970E+05 -0.43911E+05  0.56785E+05  0.12021E+03 -0.43708E+05  0.57104E+05  0.22874E+03  0.33096E+02  0.12005E+03  0.87678E+04  0.35314E+03  0.29816E+02  0.56636E+02
    30.840000   104.960000  0.67124E-01 -0.18088E+00 -0.85815E-02  0.48508E+05  0.10409E+06  0.22753E+04 -0.69452E+05  0.16653E+05 -0.12345E+05 -0.28485E-06  0.78470E-06 -0.73974E-06  0.00000E+00 -0.26454E-07 -0.48632E+05 -0.48773E+05 -0.48722E+05  0.61980E+05  0.12019E+03 -0.48489E+05  0.62376E+05  0.22875E+03  0.33112E+02  0.12004E+03  0.10173E+05  0.35315E+03  0.29800E+02  0.56620E+02
    30.900000   104.960000  0.69016E-01 -0.19399E+00 -0.94129E-02  0.49475E+05  0.11826E+06  0.26323E+04 -0.73236E+05  0.19036E+05 -0.13400E+05 -0.32482E-06  0.87415E-06 -0.77620E-06  0.00000E+00 -0.29017E-07 -0.53773E+05 -0.53926E+05 -0.53883E+05  0.67469E+05  0.12018E+03 -0.53618E+05  0.67953E+05  0.22876E+03  0.33130E+02  0.12002E+03  0.11723E+05  0.35316E+03  0.29781E+02  0.56602E+02
    30.960000   104.960000  0.70650E-01 -0.20775E+00 -0.10199E-01  0.50246E+05  0.13374E+06  0.30449E+04 -0.76602E+05  0.21706E+05 -0.14495E+05 -0.37043E-06  0.97590E-06 -0.81354E-06  0.00000E+00 -0.31441E-07 -0.59215E+05 -0.59381E+05 -0.59348E+05  0.73211E+05  0.12015E+03 -0.59047E+05  0.73794E+05  0.22878E+03  0.33151E+02  0.11999E+03  0.13413E+05  0.35318E+03  0.29758E+02  0.56582E+02
    31.020000   104.960000  0.71982E-01 -0.22212E+00 -0.10909E-01  0.50930E+05  0.15043E+06  0.35215E+04 -0.79360E+05  0.24673E+05 -0.15632E+05 -0.42242E-06  0.10919E-05 -0.85231E-06  0.00000E+00 -0.33628E-07 -0.64879E+05 -0.65060E+05 -0.65038E+05  0.79165E+05  0.12013E+03 -0.64696E+05  0.79856E+05  0.22880E+03  0.33175E+02  0.11997E+03  0.15221E+05  0.35321E+03  0.29733E+02  0.56559E+02
    31.080000   104.960000  0.72987E-01 -0.23704E+00 -0.11507E-01  0.51762E+05  0.16807E+06  0.40730E+04 -0.81369E+05  0.27942E+05 -0.16824E+05 -0.48167E-06  0.12246E-05 -0.89368E-06  0.00000E+00 -0.35472E-07 -0.70654E+05 -0.70854E+05 -0.70841E+05  0.85317E+05  0.12009E+03 -0.70450E+05  0.86123E+05  0.22884E+03  0.33202E+02  0.11994E+03  0.17096E+05  0.35324E+03  0.29705E+02  0.56531E+02
    31.140000   104.960000  0.73673E-01 -0.25245E+00 -0.11958E-01  0.53121E+05  0.18630E+06  0.47147E+04 -0.82624E+05  0.31522E+05 -0.18118E+05 -0.54927E-06  0.13769E-05 -0.93973E-06  0.00000E+00 -0.36862E-07 -0.76416E+05 -0.76642E+05 -0.76637E+05  0.91732E+05  0.12006E+03 -0.76186E+05  0.92661E+05  0.22888E+03  0.33233E+02  0.11991E+03  0.18960E+05  0.35328E+03  0.29675E+02  0.56498E+02
    31.200000   104.960000  0.74098E-01 -0.26830E+00 -0.12233E-01  0.55510E+05  0.20475E+06  0.54700E+04 -0.83386E+05  0.35446E+05 -0.19605E+05 -0.62673E-06  0.15530E-05 -0.99354E-06  0.00000E+00 -0.37710E-07 -0.82082E+05 -0.82344E+05 -0.82343E+05  0.98623E+05  0.12003E+03 -0.81813E+05  0.99686E+05  0.22893E+03  0.33267E+02  0.11988E+03  0.20703E+05  0.35331E+03  0.29644E+02  0.56456E+02
    31.260000   104.960000  0.74371E-01 -0.28465E+00 -0.12318E-01  0.59442E+05  0.22321E+06  0.63759E+04 -0.84307E+05  0.39812E+05 -0.21437E+05 -0.71606E-06  0.17581E-05 -0.10591E-05  0.00000E+00 -0.37972E-07 -0.87681E+05 -0.87995E+05 -0.87995E+05  0.10643E+06  0.12001E+03 -0.87360E+05  0.10765E+06  0.22897E+03  0.33305E+02  0.11987E+03  0.22199E+05  0.35333E+03  0.29614E+02  0.56405E+02
    31.320000   104.960000  0.74637E-01 -0.30166E+00 -0.12223E-01  0.65207E+05  0.24201E+06  0.74906E+04 -0.86474E+05  0.44835E+05 -0.23821E+05 -0.81998E-06  0.20001E-05 -0.11408E-05  0.00000E+00 -0.37680E-07 -0.93468E+05 -0.93855E+05 -0.93855E+05  0.11588E+06  0.11999E+03 -0.93071E+05  0.11732E+06  0.22901E+03  0.33347E+02  0.11985E+03  0.23342E+05  0.35332E+03  0.29583E+02  0.56344E+02
    31.380000   104.960000  0.75028E-01 -0.31966E+00 -0.11988E-01  0.72512E+05  0.26244E+06  0.89005E+04 -0.91283E+05  0.50916E+05 -0.26982E+05 -0.94165E-06  0.22894E-05 -0.12417E-05  0.00000E+00 -0.36956E-07 -0.10002E+06 -0.10051E+06 -0.10051E+06  0.12795E+06  0.11999E+03 -0.99512E+05  0.12970E+06  0.22902E+03  0.33394E+02  0.11983E+03  0.24100E+05  0.35329E+03  0.29549E+02  0.56275E+02
    31.440000   104.960000  0.75564E-01 -0.33915E+00 -0.11676E-01  0.80067E+05  0.28710E+06  0.10726E+05 -0.99975E+05  0.58686E+05 -0.31075E+05 -0.10843E-05  0.26395E-05 -0.13609E-05  0.00000E+00 -0.35995E-07 -0.10825E+06 -0.10890E+06 -0.10890E+06  0.14369E+06  0.11999E+03 -0.10759E+06  0.14591E+06  0.22901E+03  0.33450E+02  0.11980E+03  0.24574E+05  0.35325E+03  0.29504E+02  0.56202E+02
    31.500000   104.960000  0.76019E-01 -0.36068E+00 -0.11345E-01  0.85304E+05  0.31992E+06  0.13117E+05 -0.11281E+06  0.68985E+05 -0.36044E+05 -0.12502E-05  0.30660E-05 -0.14906E-05  0.00000E+00 -0.34974E-07 -0.11931E+06 -0.12018E+06 -0.12017E+06  0.16382E+06  0.11996E+03 -0.11841E+06  0.16671E+06  0.22899E+03  0.33516E+02  0.11973E+03  0.25038E+05  0.35322E+03  0.29434E+02  0.56134E+02
    31.560000   104.960000  0.75784E-01 -0.38466E+00 -0.10990E-01  0.84495E+05  0.36541E+06  0.16242E+05 -0.12800E+06  0.82727E+05 -0.41442E+05 -0.14406E-05  0.35836E-05 -0.16127E-05  0.00000E+00 -0.33878E-07 -0.13413E+06 -0.13532E+06 -0.13530E+06  0.18811E+06  0.11987E+03 -0.13289E+06  0.19191E+06  0.22897E+03  0.33600E+02  0.11959E+03  0.25907E+05  0.35328E+03  0.29324E+02  0.56081E+02
    31.620000   104.960000  0.73797E-01 -0.41098E+00 -0.10442E-01  0.73491E+05  0.42686E+06  0.20266E+05 -0.14075E+06  0.10061E+06 -0.46300E+05 -0.16569E-05  0.42018E-05 -0.16982E-05  0.00000E+00 -0.32190E-07 -0.15275E+06 -0.15442E+06 -0.15426E+06  0.21473E+06  0.11966E+03 -0.15100E+06  0.21959E+06  0.22901E+03  0.33707E+02  0.11935E+03  0.27567E+05  0.35349E+03  0.29153E+02  0.56056E+02
    31.680000   104.960000  0.68615E-01 -0.43861E+00 -0.92368E-02  0.49008E+05  0.50359E+06  0.25343E+05 -0.14321E+06  0.12270E+06 -0.49127E+05 -0.19060E-05  0.49211E-05 -0.17118E-05  0.00000E+00 -0.28474E-07 -0.17341E+06 -0.17582E+06 -0.17514E+06  0.23988E+06  0.11928E+03 -0.17084E+06  0.24549E+06  0.22917E+03  0.33839E+02  0.11898E+03  0.30031E+05  0.35397E+03  0.28907E+02  0.56073E+02
    31.740000   104.960000  0.58669E-01 -0.46528E+00 -0.64414E-02  0.98800E+04  0.58796E+06  0.31658E+05 -0.12575E+06  0.14807E+06 -0.48113E+05 -0.22110E-05  0.57371E-05 -0.16259E-05  0.00000E+00 -0.19857E-07 -0.19168E+06 -0.19536E+06 -0.19318E+06  0.25786E+06  0.11872E+03 -0.18770E+06  0.26300E+06  0.22949E+03  0.33992E+02  0.11848E+03  0.32497E+05  0.35478E+03  0.28590E+02  0.56149E+02
    31.800000   104.960000  0.42658E-01 -0.48761E+00 -0.47951E-03 -0.42657E+05  0.66330E+06  0.39569E+05 -0.79732E+05  0.17460E+06 -0.41509E+05 -0.26225E-05  0.66606E-05 -0.14500E-05  0.00000E+00 -0.14782E-08 -0.20017E+06 -0.20596E+06 -0.20057E+06  0.26199E+06  0.11798E+03 -0.19382E+06  0.26421E+06  0.22998E+03  0.34141E+02  0.11787E+03  0.33088E+05  0.35590E+03  0.28229E+02  0.56307E+02
    31.860000   104.960000  0.19905E-01 -0.50179E+00  0.11021E-01 -0.10664E+06  0.70385E+06  0.49920E+05 -0.98391E+03  0.19920E+06 -0.28036E+05 -0.32244E-05  0.77645E-05 -0.12803E-05  0.00000E+00  0.33975E-07 -0.18898E+06 -0.19791E+06 -0.18706E+06  0.24596E+06  0.11714E+03 -0.17924E+06  0.24222E+06  0.23054E+03  0.34241E+02  0.11724E+03  0.29117E+05  0.35724E+03  0.27881E+02  0.56586E+02
    31.920000   104.960000 -0.95865E-02 -0.50504E+00  0.31283E-01 -0.18365E+06  0.67742E+06  0.64577E+05  0.10724E+06  0.21879E+06 -0.69726E+04 -0.41151E-05  0.92722E-05 -0.13839E-05  0.00000E+00  0.96437E-07 -0.14683E+06 -0.15960E+06 -0.14120E+06  0.20532E+06  0.11629E+03 -0.13324E+06  0.19396E+06  0.23099E+03  0.34236E+02  0.11661E+03  0.17675E+05  0.35861E+03  0.27605E+02  0.57050E+02
    31.980000   104.960000 -0.45667E-01 -0.49815E+00  0.64235E-01 -0.28563E+06  0.55069E+06  0.86956E+05  0.23378E+06  0.23257E+06  0.23130E+05 -0.53256E-05  0.11709E-04 -0.23361E-05  0.00000E+00  0.19802E-06 -0.62545E+05 -0.79378E+05 -0.51534E+05  0.13799E+06  0.11546E+03 -0.45356E+05  0.12095E+06  0.23106E+03  0.34066E+02  0.11595E+03 -0.47623E+04  0.35994E+03  0.27416E+02  0.57840E+02
    32.040000   104.960000 -0.89364E-01 -0.48884E+00  0.11404E+00 -0.44142E+06  0.29586E+06  0.11996E+06  0.36373E+06  0.24685E+06  0.70258E+05 -0.65656E-05  0.16133E-04 -0.52401E-05  0.00000E+00  0.35155E-06  0.70766E+05  0.48724E+05  0.89894E+05  0.40230E+05  0.11453E+03  0.92318E+05  0.24633E+05  0.23043E+03  0.33676E+02  0.11494E+03 -0.46493E+05  0.14222E+01  0.27236E+02  0.59276E+02
    32.100000   104.960000 -0.14418E+00 -0.49650E+00  0.18400E+00 -0.68541E+06 -0.10341E+06  0.14876E+06  0.48260E+06  0.28574E+06  0.16359E+06 -0.65832E-05  0.24374E-04 -0.12075E-04  0.00000E+00  0.56721E-06  0.23535E+06  0.20107E+06  0.26772E+06 -0.10767E+06  0.11312E+03  0.26804E+06 -0.10448E+06  0.22855E+03  0.33012E+02  0.11291E+03 -0.13736E+06  0.36836E+01  0.26872E+02  0.62022E+02
    32.160000   104.960000 -0.21363E+00 -0.56107E+00  0.27355E+00 -0.98860E+06 -0.61571E+06  0.86273E+05  0.53747E+06  0.44391E+06  0.36324E+06 -0.24385E-05  0.39317E-04 -0.26232E-04  0.00000E+00  0.84328E-06  0.31845E+06  0.24395E+06  0.36987E+06 -0.32722E+06  0.11060E+03  0.39063E+06 -0.25629E+06  0.22392E+03  0.32242E+02  0.10839E+03 -0.38326E+06  0.76008E+01  0.25872E+02  0.67312E+02
    32.220000   104.960000 -0.29209E+00 -0.76332E+00  0.37687E+00 -0.11661E+07 -0.94059E+06 -0.25708E+06  0.35473E+06  0.11181E+07  0.78359E+06  0.92986E-05  0.67727E-04 -0.52711E-04  0.00000E+00  0.11618E-05  0.55303E+05 -0.23113E+06  0.12383E+06 -0.47224E+06  0.10387E+03  0.34955E+06 -0.76062E+05  0.21155E+03  0.32988E+02  0.96504E+02 -0.97604E+06  0.17493E+02  0.22455E+02  0.80707E+02
    32.280000   104.960000 -0.35710E+00 -0.12326E+01  0.52983E+00 -0.83218E+06 -0.16847E+06 -0.10366E+07 -0.11195E+06  0.31859E+07  0.21005E+07  0.32735E-04  0.12769E-03 -0.94121E-04  0.00000E+00  0.16333E-05 -0.22357E+05 -0.21357E+07  0.53695E+06 -0.39715E+06  0.72078E+02  0.19714E+07  0.25186E+07  0.18114E+03  0.43629E+02  0.69674E+02 -0.77829E+06  0.61732E+02  0.19066E+02  0.13720E+03
    32.340000   104.960000 -0.37086E+00 -0.19665E+01  0.75445E+00 -0.66786E+07  0.51751E+07  0.55527E+07  0.12120E+07  0.39350E+07  0.24680E+07  0.12938E-03  0.14869E-03 -0.16222E-03  0.00000E+00  0.23258E-05  0.65099E+07  0.17097E+07  0.88341E+07  0.37387E+07  0.57627E+02  0.90982E+07  0.50255E+07  0.21858E+03  0.34288E+02  0.53299E+02  0.54629E+07  0.10442E+03  0.32453E+02  0.12886E+03
    32.400000   104.960000  0.35291E+00  0.19957E+01 -0.16741E+01 -0.24072E+07  0.59942E+07 -0.21690E+06 -0.39082E+07 -0.34995E+07  0.12321E+06 -0.98902E-04  0.75245E-04 -0.58361E-04  0.00000E+00 -0.51607E-05  0.11266E+07 -0.24338E+07 -0.23801E+07 -0.82826E+06  0.12683E+03  0.51934E+07  0.23614E+07  0.54993E+02  0.26971E+02  0.15308E+02  0.30875E+07  0.32986E+03  0.52470E+02  0.12348E+03
    32.460000   104.960000  0.14653E+00  0.13041E+01 -0.92791E+00 -0.28358E+06  0.29070E+07  0.58035E+06 -0.26805E+07 -0.17487E+07  0.68822E+06 -0.83008E-04  0.35207E-04 -0.43524E-04  0.00000E+00 -0.28605E-05 -0.36595E+06 -0.12086E+07 -0.12059E+07 -0.37243E+04  0.12145E+03  0.10482E+07  0.10041E+06  0.14003E+03  0.13094E+02  0.79689E+02  0.15701E+07  0.33264E+03  0.42170E+02  0.93463E+02
    32.520000   104.960000  0.98953E-01  0.81081E+00 -0.35588E+00  0.34419E+06  0.98597E+06  0.74241E+06 -0.16030E+07 -0.67235E+06  0.12983E+06 -0.59274E-04  0.14051E-04 -0.33888E-04  0.00000E+00 -0.10971E-05  0.60467E+04 -0.12258E+06 -0.10336E+06  0.68461E+06  0.12382E+03  0.20256E+06  0.50965E+06  0.20988E+03  0.25190E+02  0.12084E+03  0.10764E+07  0.34294E+03  0.35084E+02  0.67692E+02
    32.580000   104.960000  0.11067E+00  0.48559E+00 -0.62927E-01  0.35572E+06  0.37586E+05  0.32688E+06 -0.81303E+06 -0.24804E+06 -0.30916E+06 -0.37609E-04  0.41569E-05 -0.24315E-04  0.00000E+00 -0.19398E-06  0.24519E+06  0.20971E+06  0.26224E+06  0.59813E+06  0.12622E+03  0.28654E+06  0.54675E+06  0.22395E+03  0.31785E+02  0.12495E+03  0.41715E+06  0.34374E+03  0.32737E+02  0.56086E+02
    32.640000   104.960000  0.13465E+00  0.29115E+00  0.50428E-01  0.15756E+06 -0.28963E+06  0.33487E+04 -0.32189E+06 -0.95220E+05 -0.37412E+06 -0.21743E-04  0.66493E-06 -0.16263E-04  0.00000E+00  0.15545E-06  0.23142E+06  0.20896E+06  0.24851E+06  0.28743E+06  0.12537E+03  0.25337E+06  0.29391E+06  0.22895E+03  0.33908E+02  0.12486E+03  0.51921E+05  0.34589E+03  0.31686E+02  0.52624E+02
    32.700000   104.960000  0.14800E+00  0.18234E+00  0.85245E-01 -0.38103E+05 -0.32858E+06 -0.87007E+05 -0.79550E+05 -0.29448E+05 -0.28964E+06 -0.11969E-04 -0.12251E-06 -0.10609E-04  0.00000E+00  0.26279E-06  0.18404E+06  0.17392E+06  0.18840E+06  0.95825E+05  0.12324E+03  0.19374E+06  0.10507E+06  0.23027E+03  0.34130E+02  0.12324E+03 -0.80997E+05  0.34893E+03  0.30780E+02  0.53061E+02
    32.760000   104.960000  0.14784E+00  0.12206E+00  0.91138E-01 -0.14864E+06 -0.27650E+06 -0.76173E+05  0.17071E+05 -0.17313E+04 -0.19955E+06 -0.65245E-05 -0.22022E-06 -0.69734E-05  0.00000E+00  0.28095E-06  0.15201E+06  0.14857E+06  0.15192E+06  0.17538E+05  0.12156E+03  0.15531E+06  0.21021E+05  0.23032E+03  0.33871E+02  0.12174E+03 -0.97077E+05  0.35131E+03  0.30182E+02  0.54324E+02
    32.820000   104.960000  0.13941E+00  0.87639E-01  0.87197E-01 -0.18737E+06 -0.21285E+06 -0.49727E+05  0.45902E+05  0.78305E+04 -0.13448E+06 -0.35754E-05 -0.21270E-06 -0.46865E-05  0.00000E+00  0.26880E-06  0.12559E+06  0.12448E+06  0.12494E+06 -0.98797E+04  0.12058E+03  0.12666E+06 -0.92395E+04  0.23007E+03  0.33601E+02  0.12079E+03 -0.79243E+05  0.35273E+03  0.29875E+02  0.55341E+02
    32.880000   104.960000  0.12763E+00  0.66915E-01  0.80387E-01 -0.18751E+06 -0.16052E+06 -0.30049E+05  0.47876E+05  0.95763E+04 -0.91591E+05 -0.19664E-05 -0.20061E-06 -0.32387E-05  0.00000E+00  0.24781E-06  0.10182E+06  0.10140E+06  0.10141E+06 -0.18486E+05  0.12008E+03  0.10223E+06 -0.18684E+05  0.22980E+03  0.33401E+02  0.12027E+03 -0.58797E+05  0.35346E+03  0.29743E+02  0.55994E+02
    32.940000   104.960000  0.11528E+00  0.53635E-01  0.73202E-01 -0.17175E+06 -0.12199E+06 -0.18047E+05  0.41203E+05  0.84901E+04 -0.63806E+05 -0.10709E-05 -0.18935E-06 -0.23047E-05  0.00000E+00  0.22566E-06  0.81629E+05  0.81421E+05  0.81452E+05 -0.20310E+05  0.11985E+03  0.81835E+05 -0.20628E+05  0.22958E+03  0.33266E+02  0.12000E+03 -0.42875E+05  0.35381E+03  0.29698E+02  0.56385E+02
    33.000000   104.960000  0.10365E+00  0.44584E-01  0.66483E-01 -0.15149E+06 -0.94413E+05 -0.11071E+05  0.33010E+05  0.67267E+04 -0.45621E+05 -0.56117E-06 -0.17589E-06 -0.16875E-05  0.00000E+00  0.20495E-06  0.65411E+05  0.65281E+05  0.65361E+05 -0.19648E+05  0.11976E+03  0.65542E+05 -0.19904E+05  0.22942E+03  0.33175E+02  0.11988E+03 -0.31598E+05  0.35395E+03  0.29692E+02  0.56614E+02
    30.000000   105.040000  0.34045E-01 -0.63790E-01 -0.36039E-03  0.24397E+05  0.11483E+05  0.28227E+03 -0.21621E+05  0.21620E+04 -0.30602E+04 -0.37554E-07  0.20182E-06 -0.31687E-06  0.00000E+00 -0.11110E-08 -0.93535E+04 -0.93823E+04 -0.93514E+04  0.15543E+05  0.12015E+03 -0.93246E+04  0.15545E+05  0.22886E+03  0.33011E+02  0.12008E+03  0.32043E+03  0.35334E+03  0.29877E+02  0.56759E+02
    30.060000   105.040000  0.36006E-01 -0.68500E-01 -0.80484E-03  0.25820E+05  0.13942E+05  0.32278E+03 -0.23714E+05  0.24994E+04 -0.33696E+04 -0.42094E-07  0.21752E-06 -0.33574E-06  0.00000E+00 -0.24811E-08 -0.10622E+05 -0.10654E+05 -0.10621E+05  0.17157E+05  0.12016E+03 -0.10589E+05  0.17162E+05  0.22885E+03  0.33013E+02  0.12008E+03  0.57731E+03  0.35333E+03  0.29877E+02  0.56754E+02
    30.120000   105.040000  0.38037E-01 -0.73583E-01 -0.12887E-02  0.27281E+05  0.16762E+05  0.36929E+03 -0.25958E+05  0.28856E+04 -0.37078E+04 -0.47365E-07  0.23487E-06 -0.35559E-06  0.00000E+00 -0.39727E-08 -0.12035E+05 -0.12072E+05 -0.12034E+05  0.18920E+05  0.12016E+03 -0.11998E+05  0.18929E+05  0.22884E+03  0.33016E+02  0.12009E+03  0.87920E+03  0.35331E+03  0.29877E+02  0.56749E+02
    30.180000   105.040000  0.40134E-01 -0.79063E-01 -0.18135E-02  0.28773E+05  0.19985E+05  0.42269E+03 -0.28354E+05  0.33271E+04 -0.40769E+04 -0.53470E-07  0.25406E-06 -0.37642E-06  0.00000E+00 -0.55904E-08 -0.13605E+05 -0.13646E+05 -0.13606E+05  0.20844E+05  0.12017E+03 -0.13564E+05  0.20860E+05  0.22883E+03  0.33018E+02  0.12009E+03  0.12313E+04  0.35329E+03  0.29876E+02  0.56743E+02
